Name,KM,Fuel Type,Manufacturing Year,Registration Year,No of Owners,Transmission,Color,Location,Engine Capacity (cc),Mileage (kmpl),Length (mm),Width (mm),Height (mm),Wheelbase (mm),Seating Capacity,Fuel Tank Capacity (L),Seat Belt Warning,Heater,Cruise Control,Child Safety Lock,Speed Sensing Door Lock,Rain-sensing Wipers,Rear Wiper,New Car Price (Lakh),Old Car Price (Lakh),IMG
2022 Tata Harrier XT,72000,Diesel,2022,2022,First,Manual,White,"Behrampura, Ahmedabad",1956.0,16.3,4598,1894,1706,2741,5,50.0,1,1,1,1,1,1,1,20.12,13.62,https://imgd.aeplcdn.com/640X480/vimages/202605/4531136_111800_1_1777603760495.jpg?qp=80&fit=true
2023 Tata Harrier XTA Plus,106808,Diesel,2023,2023,First,Automatic,White,"Mumatpura, Ahmedabad",1956.0,14.6,4598,1894,1706,2741,5,50.0,1,1,1,1,1,1,1,22.44,15.42,https://imgd.aeplcdn.com/640X480/vimages/202605/4550443_138023_1_1778495345377.jpg?qp=80&fit=true
2025 Tata Harrier Fearless Plus Dual Tone AT,11000,Diesel,2025,2025,First,Automatic,Black,"Kalupur, Ahmedabad",1956.0,14.6,4605,1922,1718,2741,5,50.0,1,1,0,1,1,1,1,29.03,25.22,https://imgd.aeplcdn.com/640X480/vimages/202606/4611904_7888_1_1781233041660.jpg?qp=80&fit=true
2024 Tata Harrier Adventure Plus AT,28000,Diesel,2024,2024,First,Automatic,White,"Thaltej, Ahmedabad",1956.0,14.6,4605,1922,1718,2741,5,50.0,1,1,0,1,1,1,1,25.36,20.58,https://imgd.aeplcdn.com/640X480/vimages/202606/4621347_6434_1_1781680048736.jpg?qp=80&fit=true
2021 Tata Harrier XZA Plus Dark Edition,94343,Diesel,2021,2021,First,Automatic,Black,"Enasan, Ahmedabad",1956.0,14.63,4598,1894,1706,2741,5,50.0,1,1,1,1,1,1,1,23.54,12.89,https://imgd.aeplcdn.com/640X480/vimages/202606/4642555_119938_1_1782567486987.jpg?qp=80&fit=true
2023 Tata Harrier XZA Plus,33948,Diesel,2023,2023,First,Automatic,White,"Jivraj Park, Ahmedabad",1956.0,14.6,4598,1894,1706,2741,5,50.0,1,1,1,1,1,1,1,25.1,17.44,https://imgd.aeplcdn.com/640X480/vimages/202607/4671840_133865_1_1783930484848.jpg?qp=80&fit=true
2022 Tata Harrier XZA Plus,89355,Diesel,2022,2022,First,Automatic,Black,"Enasan, Ahmedabad",1956.0,14.6,4598,1894,1706,2741,5,50.0,1,1,1,1,1,1,1,25.1,15.37,https://imgd.aeplcdn.com/640X480/vimages/202604/4478804_119938_1_1775225285428.jpg?qp=80&fit=true
2022 Tata Harrier XZA Plus,69968,Diesel,2022,2022,First,Automatic,White,"Enasan, Ahmedabad",1956.0,14.6,4598,1894,1706,2741,5,50.0,1,1,1,1,1,1,1,25.1,15.77,https://imgd.aeplcdn.com/640X480/vimages/202604/4489632_119938_1_1775668805125.jpg?qp=80&fit=true
2021 Tata Harrier XZ Plus,66669,Diesel,2021,2021,First,Manual,White,"Jivraj Park, Ahmedabad",1956.0,16.3,4598,1894,1706,2741,5,50.0,1,1,1,1,1,1,1,23.66,13.26,https://imgd.aeplcdn.com/640X480/vimages/202607/4672048_133865_1_1783935617619.jpg?qp=80&fit=true
2021 Tata Harrier XMA,72640,Diesel,2021,2021,First,Automatic,White,"Enasan, Ahmedabad",1956.0,14.6,4598,1894,1706,2741,5,50.0,1,1,0,1,1,0,1,20.12,12.87,https://imgd.aeplcdn.com/640X480/vimages/202607/4651891_119938_1_1782980765112.jpg?qp=80&fit=true
2023 Tata Harrier XM,45493,Diesel,2023,2023,First,Manual,Silver,"Mumatpura, Ahmedabad",1956.0,16.3,4598,1894,1706,2741,5,50.0,1,1,0,1,1,0,1,18.67,14.32,https://imgd.aeplcdn.com/640X480/vimages/202604/4507019_138023_1_1776424145082.jpg?qp=80&fit=true
2019 Tata Harrier XZ [2019-2020],113338,Diesel,2019,2019,First,Manual,Black,"Mumatpura, Ahmedabad",1956.0,16.0,4598,1894,1706,2741,5,50.0,1,1,1,1,1,1,1,19.69,10.2,https://imgd.aeplcdn.com/640X480/vimages/202605/4550052_138023_1_1778486345257.jpg?qp=80&fit=true
2017 Tata Hexa XM 4x2 7 STR,78000,Diesel,2017,2017,Second,Manual,Blue,"Kalupur, Ahmedabad",2179.0,14.4,4788,1903,1791,2850,7,60.0,1,1,0,1,1,0,1,15.92,7.25,https://imgd.aeplcdn.com/640X480/vimages/202606/4619022_7888_1_1781578026608.jpg?qp=80&fit=true
2018 Tata Hexa XTA 4x2 7 STR,64000,Diesel,2018,2018,First,Automatic,Blue,"Kalupur, Ahmedabad",2179.0,14.4,4788,1903,1791,2850,7,60.0,1,1,1,1,1,1,1,20.35,9.31,https://imgd.aeplcdn.com/640X480/vimages/202606/4599177_7888_1_1780652972017.jpg?qp=80&fit=true
2022 Tata Nexon EV XZ Plus,76000,Electric,2022,2022,First,Automatic,Blue,"Ambli, Ahmedabad",,25.0,3993,1811,1606,2498,5,,1,1,0,1,1,0,1,18.33,8.63,https://imgd.aeplcdn.com/640X480/vimages/202607/4664164_16599_2_1783573239705.jpg?qp=80&fit=true
2021 Tata Nexon XZ Plus (O),47000,Petrol,2021,2021,First,Manual,Green,"Bopal, Ahmedabad",1199.0,17.5,3993,1811,1606,2498,5,44.0,1,1,1,1,1,1,1,12.79,7.75,https://imgd.aeplcdn.com/640X480/vimages/202607/4659807_113237_1783416728798.jpg?qp=80&fit=true
2019 Tata Nexon XT Plus,51156,Petrol,2019,2019,First,Manual,Red,"Gota, Ahmedabad",1198.0,17.88,3994,1811,1607,2498,5,44.0,1,1,0,1,0,0,0,9.57,5.99,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782823565599.jpg?qp=80&fit=true
2024 Tata Nexon Creative Plus 1.2 Petrol 7DCA Dual Tone [2023-2025],17843,Petrol,2024,2024,Second,Automatic,Blue,"Gota, Ahmedabad",1199.0,17.01,3995,1804,1620,2498,5,44.0,1,1,1,1,1,1,1,14.09,11.04,https://imgd.aeplcdn.com/640X480/vimages/202604/0_165002_1_1777528622146.jpg?qp=80&fit=true
2022 Tata Nexon XZA Plus Kaziranga,81792,Petrol,2022,2022,First,Automatic,Others,"Mumatpura, Ahmedabad",1199.0,16.3,3993,1811,1606,2498,5,44.0,1,1,1,1,1,1,1,14.53,8.35,https://imgd.aeplcdn.com/640X480/vimages/202605/4552535_138023_1_1778587625725.jpg?qp=80&fit=true
2023 Tata Nexon XZA Plus,69798,Petrol,2023,2023,First,Automatic,Grey,"Enasan, Ahmedabad",1199.0,17.05,3993,1811,1606,2498,5,44.0,1,1,0,1,1,0,1,12.86,8.2,https://imgd.aeplcdn.com/640X480/vimages/202606/4628034_119938_1_1781950685673.jpg?qp=80&fit=true
2024 Tata Nexon Fearless 1.2 Petrol 6MT Dual Tone [2023-2025],39252,Petrol,2024,2024,First,Manual,Grey,"Jivraj Park, Ahmedabad",1199.0,17.44,3995,1804,1620,2498,5,44.0,1,1,1,1,1,1,1,13.87,10.41,https://imgd.aeplcdn.com/640X480/vimages/202607/4673923_133865_1_1784021636290.jpg?qp=80&fit=true
2021 Tata Nexon XZ Plus (S) [2022-2023],52234,Petrol,2021,2021,First,Manual,White,"Gota, Ahmedabad",1199.0,17.5,3993,1811,1606,2498,5,44.0,1,1,1,1,1,1,1,12.28,7.74,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782381303753.jpg?qp=80&fit=true
2022 Tata Nexon XZ Plus (Premium) Dark Edition,80184,Petrol,2022,2022,First,Manual,Green,"Enasan, Ahmedabad",1199.0,17.5,3993,1811,1606,2498,5,44.0,1,1,1,1,1,1,1,13.89,7.92,https://imgd.aeplcdn.com/640X480/vimages/202607/4664931_119938_1_1783592706737.jpg?qp=80&fit=true
2023 Tata Nexon XZA Plus,45000,Petrol,2023,2023,First,Automatic,Black,"Ambli, Ahmedabad",1199.0,17.05,3993,1811,1606,2498,5,44.0,1,1,0,1,1,0,1,12.86,8.42,https://imgd.aeplcdn.com/640X480/vimages/202607/4663736_16599_1_1783517764803.jpg?qp=80&fit=true
2020 Tata Nexon XMA Petrol,42822,Petrol,2020,2020,First,Automatic,Grey,"Gota, Ahmedabad",1198.0,17.88,3994,1811,1607,2498,5,44.0,1,1,0,1,0,0,0,9.49,6.24,https://imgd.aeplcdn.com/640X480/vimages/202607/0_165002_1_1783403821336.jpg?qp=80&fit=true
2023 Tata Nexon XM (S),34298,Petrol,2023,2023,First,Manual,Grey,"Jivraj Park, Ahmedabad",1199.0,17.33,3993,1811,1606,2498,5,44.0,1,1,0,1,1,1,0,10.79,7.83,https://imgd.aeplcdn.com/640X480/vimages/202607/4673906_133865_1_1784021281887.jpg?qp=80&fit=true
2023 Tata Nexon XZ Plus,35692,Petrol,2023,2023,First,Manual,White,"Gota, Ahmedabad",1199.0,17.33,3993,1811,1606,2498,5,44.0,1,1,0,1,1,0,1,12.13,8.48,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1780895703100.jpg?qp=80&fit=true
2022 Tata Nexon XMA (S) [2020-2023],50596,Petrol,2022,2022,First,Automatic,White,"Mumatpura, Ahmedabad",1199.0,17.05,3993,1811,1606,2498,5,44.0,1,1,0,1,1,1,0,11.06,7.55,https://imgd.aeplcdn.com/640X480/vimages/202605/4538129_138023_1_1777930743271.jpg?qp=80&fit=true
2023 Tata Punch Creative MT,28708,Petrol,2023,2023,First,Manual,Grey,"Gota, Ahmedabad",1199.0,20.09,3827,1742,1615,2445,5,37.0,1,1,1,1,1,1,1,9.61,7.11,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1780984145709.jpg?qp=80&fit=true
2022 Tata Punch Pure MT [2021-2023],32453,Petrol,2022,2022,First,Manual,Grey,"Mumatpura, Ahmedabad",1199.0,20.9,3827,1742,1615,2445,5,37.0,1,1,0,1,1,0,0,6.69,5.28,https://imgd.aeplcdn.com/640X480/vimages/202607/4651225_138023_1_1782929585040.jpg?qp=80&fit=true
2022 Tata Punch Accomplished MT [2021-2023],72131,Petrol,2022,2022,First,Manual,White,"Mumatpura, Ahmedabad",1199.0,20.9,3827,1742,1615,2445,5,37.0,1,1,1,1,1,0,0,8.48,5.78,https://imgd.aeplcdn.com/640X480/vimages/202607/4656717_138023_1_1783166105684.jpg?qp=80&fit=true
2022 Tata Punch Adventure AMT [2021-2023],112815,Petrol,2022,2022,First,Automatic,Blue,"Gota, Ahmedabad",1199.0,18.8,3827,1742,1615,2445,5,37.0,1,1,0,1,1,0,0,8.26,5.35,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1780636145243.jpg?qp=80&fit=true
2023 Tata Punch Accomplished MT,70661,Petrol,2023,2023,First,Manual,Grey,"Enasan, Ahmedabad",1199.0,20.09,3827,1742,1615,2445,5,37.0,1,1,1,1,1,0,0,8.81,6.11,https://imgd.aeplcdn.com/640X480/vimages/202606/4611828_119938_1_1781198825114.jpg?qp=80&fit=true
2022 Tata Punch Accomplished Dazzle Pack MT [2021-2023],61584,Petrol,2022,2022,First,Manual,White,"Makarba, Ahmedabad",1199.0,20.9,3827,1742,1615,2445,5,37.0,1,1,1,1,1,0,0,8.92,6.02,https://imgd.aeplcdn.com/640X480/vimages/202607/4654364_3609_1_1783495580710.jpg?qp=80&fit=true
2021 Tata Safari XZA Plus,88000,Diesel,2021,2021,First,Automatic,Grey,"Ambli, Ahmedabad",1956.0,14.08,4661,1894,1786,2741,7,50.0,1,1,1,1,1,1,1,24.6,15.53,https://imgd.aeplcdn.com/640X480/vimages/202606/4647200_16599_1_1782806053575.jpg?qp=80&fit=true
2024 Tata Safari Accomplished Plus Dark Edition 7 STR,15890,Diesel,2024,2024,First,Manual,Black,"Enasan, Ahmedabad",1956.0,16.3,4668,1922,1795,2741,7,50.0,1,1,1,1,1,1,1,28.53,22.59,https://imgd.aeplcdn.com/640X480/vimages/202607/4674311_119938_1_1784027645177.jpg?qp=80&fit=true
2023 Tata Safari XZ Plus Gold,80281,Diesel,2023,2023,First,Manual,Black,"Makarba, Ahmedabad",1956.0,16.1,4661,1894,1786,2741,7,50.0,1,1,1,1,1,1,1,25.5,17.65,https://imgd.aeplcdn.com/640X480/vimages/202607/4640490_3609_1_1783767215380.jpg?qp=80&fit=true
2025 Tata Safari Accomplished Plus Dual Tone AT 7 STR,22879,Diesel,2025,2025,First,Automatic,Grey,"Jivraj Park, Ahmedabad",1956.0,14.5,4668,1922,1795,2741,7,50.0,1,1,0,1,1,1,1,29.75,24.12,https://imgd.aeplcdn.com/640X480/vimages/202607/4672463_133865_1_1783944242194.jpg?qp=80&fit=true
2021 Tata Safari XZA Plus,131793,Diesel,2021,2021,Second,Automatic,Blue,"Mumatpura, Ahmedabad",1956.0,14.08,4661,1894,1786,2741,7,50.0,1,1,1,1,1,1,1,24.6,14.52,https://imgd.aeplcdn.com/640X480/vimages/202606/4618903_138023_1_1781541065646.jpg?qp=80&fit=true
2019 Tata Tiago NRG Petrol,63171,Petrol,2019,2019,First,Manual,Grey,"Mumatpura, Ahmedabad",1199.0,23.84,3793,1665,1587,2400,5,35.0,1,1,0,1,1,0,1,6.72,4.38,https://imgd.aeplcdn.com/640X480/vimages/202606/4626376_138023_1_1781870705079.jpg?qp=80&fit=true
2023 Tata Tiago XZ AMT [2021-2023],34809,Petrol,2023,2023,First,Automatic,White,"Enasan, Ahmedabad",1199.0,20.09,3802,1677,1537,2400,5,35.0,1,1,0,1,1,0,1,8.43,6.69,https://imgd.aeplcdn.com/640X480/vimages/202606/4634233_119938_1_1782230407095.jpg?qp=80&fit=true
2021 Tata Tiago XZ Plus [2020-2023],58657,Petrol,2021,2021,First,Manual,Silver,"Gota, Ahmedabad",1199.0,19.01,3765,1677,1535,2400,5,35.0,1,0,0,1,1,0,1,7.83,5.26,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1781071326526.jpg?qp=80&fit=true
2023 Tata Tiago XZ Plus [2020-2023],36429,Petrol,2023,2023,First,Manual,Grey,"Mumatpura, Ahmedabad",1199.0,19.01,3765,1677,1535,2400,5,35.0,1,0,0,1,1,0,1,7.83,5.97,https://imgd.aeplcdn.com/640X480/vimages/202606/4602066_138023_1_1780755785677.jpg?qp=80&fit=true
2021 Tata Tiago XZ Plus [2020-2023],27792,Petrol,2021,2021,First,Manual,Grey,"Gota, Ahmedabad",1199.0,19.01,3765,1677,1535,2400,5,35.0,1,0,0,1,1,0,1,7.83,5.34,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782381722784.jpg?qp=80&fit=true
2022 Tata Tiago XZ AMT [2021-2023],20514,Petrol,2022,2022,First,Automatic,Red,"Mumatpura, Ahmedabad",1199.0,20.09,3802,1677,1537,2400,5,35.0,1,1,0,1,1,0,1,8.43,6.19,https://imgd.aeplcdn.com/640X480/vimages/202606/4628664_138023_1_1781964125231.jpg?qp=80&fit=true
2019 Tata Tiago Revotron XZ,77305,Petrol,2019,2019,First,Manual,Grey,"Mumatpura, Ahmedabad",1199.0,23.84,3746,1647,1535,2400,5,35.0,1,1,0,1,1,0,0,6.34,4.1,https://imgd.aeplcdn.com/640X480/vimages/202605/4543556_138023_1_1778149630316.jpg?qp=80&fit=true
2020 Tata Tiago XZA Plus [2020-2023],66522,Petrol,2020,2020,First,Automatic,Red,"Gota, Ahmedabad",1199.0,19.0,3765,1677,1535,2400,5,35.0,1,0,0,1,1,0,1,8.43,5.2,https://imgd.aeplcdn.com/640X480/vimages/202605/0_165002_1_1779859811156.jpg?qp=80&fit=true
2018 Tata Tiago Revotron XT [2016-2019],148410,Petrol,2018,2018,First,Manual,Brown,"Enasan, Ahmedabad",1047.0,27.28,3746,1647,1535,2400,5,35.0,1,1,0,1,1,0,0,5.87,3.33,https://imgd.aeplcdn.com/640X480/vimages/202607/4650292_119938_1_1782906485683.jpg?qp=80&fit=true
2020 Tata Tiago Revotron XZA Plus,67446,Petrol,2020,2020,First,Automatic,Red,"Mumatpura, Ahmedabad",1199.0,23.84,3746,1647,1535,2400,5,35.0,1,1,0,1,1,0,1,7.39,4.75,https://imgd.aeplcdn.com/640X480/vimages/202606/4637772_138023_1_1782384185797.jpg?qp=80&fit=true
2019 Tata Tiago Revotron XZ Plus,49261,Petrol,2019,2019,First,Manual,Grey,"Gota, Ahmedabad",1199.0,23.84,3746,1647,1535,2400,5,35.0,1,1,0,1,1,0,1,6.89,4.52,https://imgd.aeplcdn.com/640X480/vimages/202607/0_165002_1_1783088583088.jpg?qp=80&fit=true
2020 Tata Tiago Revotron XT [2016-2019],72831,Petrol,2020,2020,First,Manual,Red,"Mumatpura, Ahmedabad",1047.0,27.28,3746,1647,1535,2400,5,35.0,1,1,0,1,1,0,0,5.87,4.13,https://imgd.aeplcdn.com/640X480/vimages/202607/4663744_138023_1_1783518065699.jpg?qp=80&fit=true
2021 Tata Tiago XZA Plus [2020-2023],56966,Petrol,2021,2021,Second,Automatic,White,"Gota, Ahmedabad",1199.0,19.0,3765,1677,1535,2400,5,35.0,1,0,0,1,1,0,1,8.43,5.25,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782750302927.jpg?qp=80&fit=true
2017 Tata Tiago Revotorq XZ [2016-2019],109868,Diesel,2017,2017,First,Manual,White,"Gota, Ahmedabad",1047.0,27.28,3746,1647,1535,2400,5,35.0,1,1,0,1,1,0,1,7.39,3.74,https://imgd.aeplcdn.com/640X480/vimages/202605/0_165002_1_1779275584763.jpg?qp=80&fit=true
2023 Tata Tiago XT [2023-2025],29438,Petrol,2023,2023,First,Manual,Blue,"Mumatpura, Ahmedabad",1199.0,19.01,3765,1677,1535,2400,5,35.0,1,1,0,1,1,0,0,6.8,5.53,https://imgd.aeplcdn.com/640X480/vimages/202606/4644423_138023_1_1782657726027.jpg?qp=80&fit=true
2017 Tata Tiago Revotron XZA [2017-2019],81816,Petrol,2017,2017,First,Automatic,White,"Enasan, Ahmedabad",1199.0,23.84,3746,1647,1535,2400,5,35.0,1,1,0,1,1,0,1,6.87,3.82,https://imgd.aeplcdn.com/640X480/vimages/202605/4573527_119938_1_1779458760094.jpg?qp=80&fit=true
2023 Tata Tiago XZ Plus [2020-2023],27309,Petrol,2023,2023,First,Manual,Blue,"Jivraj Park, Ahmedabad",1199.0,19.01,3765,1677,1535,2400,5,35.0,1,0,0,1,1,0,1,7.83,6.12,https://imgd.aeplcdn.com/640X480/vimages/202607/4673985_133865_1_1784023208190.jpg?qp=80&fit=true
2016 Tata Tiago Revotron XZ,41081,Petrol,2016,2016,First,Manual,Grey,"Gota, Ahmedabad",1199.0,23.84,3746,1647,1535,2400,5,35.0,1,1,0,1,1,0,0,6.34,3.64,https://imgd.aeplcdn.com/640X480/vimages/202607/0_165002_1_1783404362047.jpg?qp=80&fit=true
2021 Tata Tigor EV XZ Plus,55183,Electric,2021,2021,First,Automatic,Blue,"Makarba, Ahmedabad",,19.0,3993,1677,1532,2450,5,,1,1,0,1,1,0,0,15.06,5.73,https://imgd.aeplcdn.com/640X480/vimages/202606/4639632_6145_1_1782462056546.jpg?qp=80&fit=true
2022 Tata Tigor XZ Plus CNG [2022-2023],36052,CNG,2022,2022,First,Manual,Grey,"Mumatpura, Ahmedabad",1199.0,26.4,3993,1677,1532,2450,5,60.0,1,0,0,1,1,1,1,9.65,6.22,https://imgd.aeplcdn.com/640X480/vimages/202607/4674146_138023_1_1784025965690.jpg?qp=80&fit=true
2022 Tata Tigor XZ Plus CNG [2022-2023],59050,CNG,2022,2022,First,Manual,White,"Gota, Ahmedabad",1199.0,26.4,3993,1677,1532,2450,5,60.0,1,0,0,1,1,1,1,9.65,6.11,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782381423689.jpg?qp=80&fit=true
2018 Tata Tigor Revotron XZ (O),33922,Petrol,2018,2018,First,Manual,Brown,"Gota, Ahmedabad",1199.0,20.3,3992,1677,1537,2450,5,35.0,1,1,0,1,1,0,0,7.52,4.37,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782822963571.jpg?qp=80&fit=true
2018 Tata Tigor Revotron XT,106967,Petrol,2018,2018,Second,Manual,Brown,"Mumatpura, Ahmedabad",1199.0,20.3,3992,1677,1537,2450,5,35.0,1,1,0,1,1,0,0,6.77,3.37,https://imgd.aeplcdn.com/640X480/vimages/202605/4556672_138023_1_1778778905665.jpg?qp=80&fit=true
2022 Tata Tigor XZ Plus CNG [2022-2023],95622,CNG,2022,2022,First,Manual,Blue,"Enasan, Ahmedabad",1199.0,26.4,3993,1677,1532,2450,5,60.0,1,0,0,1,1,1,1,9.65,5.7,https://imgd.aeplcdn.com/640X480/vimages/202607/4674324_119938_1_1784027658634.jpg?qp=80&fit=true
2023 Tata Tigor XM [2023-2025],18617,Petrol,2023,2023,First,Manual,White,"Gota, Ahmedabad",1199.0,19.2,3993,1677,1532,2450,5,35.0,1,1,0,1,1,0,0,7.34,6.02,https://imgd.aeplcdn.com/640X480/vimages/202607/0_165002_1_1783400581095.jpg?qp=80&fit=true
2015 Tata Zest XM Petrol,78000,Petrol,2015,2015,First,Manual,White,"Ambli, Ahmedabad",1193.0,17.57,3995,1706,1570,2470,5,44.0,1,1,0,1,1,0,0,7.23,3.06,https://imgd.aeplcdn.com/640X480/vimages/202605/4546625_16599_1_1778308660279.jpg?qp=80&fit=true
2015 Tata Zest XM Petrol,62000,Petrol,2015,2015,First,Manual,Grey,"Ambli, Ahmedabad",1193.0,17.57,3995,1706,1570,2470,5,44.0,1,1,0,1,1,0,0,7.23,3.08,https://imgd.aeplcdn.com/640X480/vimages/202605/4554755_16599_1_1778681001048.jpg?qp=80&fit=true
2016 Toyota Camry Hybrid [2015-2017],59150,Petrol,2016,2016,First,Automatic,White,"Jivraj Park, Ahmedabad",2494.0,19.16,4850,1825,1480,2775,5,65.0,1,1,1,1,1,1,0,41.72,12.85,https://imgd.aeplcdn.com/640X480/vimages/202607/4671936_133865_1_1783932801536.jpg?qp=80&fit=true
2017 Toyota Etios Liva VX,57371,Petrol,2017,2017,First,Manual,Red,"Gota, Ahmedabad",1197.0,18.16,3884,1695,1510,2460,5,45.0,1,1,0,1,0,0,1,7.2,4.51,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1781156405382.jpg?qp=80&fit=true
2013 Toyota Etios Liva G,56692,Petrol,2013,2013,First,Manual,Silver,"Gota, Ahmedabad",1197.0,,3775,1695,1510,2460,5,45.0,0,1,0,0,0,0,0,5.34,2.6,https://imgd.aeplcdn.com/640X480/vimages/202605/0_165002_1_1779276422936.jpg?qp=80&fit=true
2013 Toyota Etios G,101158,Petrol,2013,2013,Second,Manual,Grey,"Mumatpura, Ahmedabad",1496.0,17.57,4265,1695,1510,2550,5,45.0,0,1,0,1,0,0,0,6.73,2.69,https://imgd.aeplcdn.com/640X480/vimages/202607/4670734_138023_1_1783852265805.jpg?qp=80&fit=true
2023 Toyota Fortuner 4X2 2WD Diesel Turbo Automatic Dual Tone,96607,Diesel,2023,2023,First,Automatic,White,"Makarba, Ahmedabad",2755.0,14.4,4795,1855,1835,2745,7,80.0,1,1,1,1,1,0,1,47.29,36.7,https://imgd.aeplcdn.com/640X480/vimages/202605/4553202_3609_1_1779451493758.jpg?qp=80&fit=true
2020 Toyota Fortuner 2.8 4x4 AT,149460,Diesel,2020,2020,First,Automatic,White,"Jivraj Park, Ahmedabad",2755.0,15.04,4795,1855,1835,2745,7,80.0,1,1,1,1,1,0,1,39.62,30.47,https://imgd.aeplcdn.com/640X480/vimages/202607/4672450_133865_1_1783943898810.jpg?qp=80&fit=true
2022 Toyota Fortuner 4X4 AT 2.8 Diesel,133198,Diesel,2022,2022,First,Automatic,Black,"Makarba, Ahmedabad",2755.0,14.2,4795,1855,1835,2745,7,80.0,1,1,1,1,1,0,1,44.56,31.52,https://imgd.aeplcdn.com/640X480/vimages/202605/4571077_6145_1_1779361894302.jpg?qp=80&fit=true
2024 Toyota Fortuner 4X2 2WD Diesel Turbo Automatic Dual Tone,31000,Diesel,2024,2024,First,Automatic,White,"Thaltej, Ahmedabad",2755.0,14.4,4795,1855,1835,2745,7,80.0,1,1,1,1,1,0,1,47.29,37.33,https://imgd.aeplcdn.com/640X480/vimages/202605/4563108_6434_1_1779014410461.jpg?qp=80&fit=true
2025 Toyota Fortuner 4X4 AT 2.8 Diesel,26589,Diesel,2025,2025,First,Automatic,White,"Makarba, Ahmedabad",2755.0,14.2,4795,1855,1835,2745,7,80.0,1,1,1,1,1,0,1,44.56,40.56,https://imgd.aeplcdn.com/640X480/vimages/202605/4588175_6145_1_1780145870467.jpg?qp=80&fit=true
2024 Toyota Fortuner 4x2 2WD Diesel 2.8L Turbo Automatic,53000,Diesel,2024,2024,First,Automatic,Black,"Thaltej, Ahmedabad",2755.0,14.4,4795,1855,1835,2745,7,80.0,1,1,1,1,1,0,1,43.29,34.54,https://imgd.aeplcdn.com/640X480/vimages/202606/4635336_6434_1_1782297133638.jpg?qp=80&fit=true
2017 Toyota Fortuner 2.8 4x2 MT [2016-2020],98868,Diesel,2017,2017,First,Manual,White,"Mumatpura, Ahmedabad",2755.0,14.24,4795,1855,1835,2745,7,80.0,1,1,1,1,1,0,1,33.48,21.41,https://imgd.aeplcdn.com/640X480/vimages/202607/4674949_138023_1_1784043005711.jpg?qp=80&fit=true
2021 Toyota Fortuner 4x2 2WD Diesel 2.8L Turbo 6 Speed Manual,24527,Diesel,2021,2021,First,Manual,Bronze,"Jivraj Park, Ahmedabad",2755.0,14.6,4795,1855,1835,2745,7,80.0,1,1,1,1,1,0,1,40.78,24.81,https://imgd.aeplcdn.com/640X480/vimages/202606/4617471_133865_1_1781505271309.jpg?qp=80&fit=true
2018 Toyota Fortuner 2.8 4x4 AT [2016-2020],148548,Diesel,2018,2018,First,Automatic,White,"Jivraj Park, Ahmedabad",2755.0,12.9,4795,1855,1835,2745,7,80.0,1,1,1,1,1,0,1,37.6,25.02,https://imgd.aeplcdn.com/640X480/vimages/202607/4655524_133865_1_1783142120633.jpg?qp=80&fit=true
2024 Toyota Fortuner 4x2 2WD Diesel 2.8L Turbo Automatic,31300,Diesel,2024,2024,First,Automatic,Black,"Makarba, Ahmedabad",2755.0,14.4,4795,1855,1835,2745,7,80.0,1,1,1,1,1,0,1,43.29,35.41,https://imgd.aeplcdn.com/640X480/vimages/202605/4543689_3609_1778151664418.jpg?qp=80&fit=true
2025 Toyota Fortuner 4x2 2WD Diesel 2.8L Turbo Automatic,11000,Diesel,2025,2025,First,Automatic,Black,"Makarba, Ahmedabad",2755.0,14.4,4795,1855,1835,2745,7,80.0,1,1,1,1,1,0,1,43.29,40.95,https://imgd.aeplcdn.com/640X480/vimages/202606/4644855_3609_1782711966165.jpg?qp=80&fit=true
2023 Toyota Fortuner 4X2 2WD Diesel Turbo Automatic Dual Tone,23798,Diesel,2023,2023,First,Automatic,White,"Jivraj Park, Ahmedabad",2755.0,14.4,4795,1855,1835,2745,7,80.0,1,1,1,1,1,0,1,47.29,35.66,https://imgd.aeplcdn.com/640X480/vimages/202606/4636383_133865_1_1782321793233.jpg?qp=80&fit=true
2022 Toyota Glanza S [2022-2023],43000,Petrol,2022,2022,First,Manual,Silver,"Thaltej, Ahmedabad",1197.0,22.3,3990,1745,1500,2520,5,37.0,1,1,0,1,1,0,0,8.54,6.07,https://imgd.aeplcdn.com/640X480/vimages/202606/4601143_6434_1_1780733935680.jpg?qp=80&fit=true
